bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level,days_to_resolve
7572,Careers,Low,Resolved,2025-01-17,2025-01-18,Xbox,Oceania,UI/UX,Mods & Custom Content,M6,Low,1.0
7573,Expansion Pack,Critical,Resolved,2024-10-08,2024-10-15,Pc,Europe,Graphics,Network,M1,High,7.0
7574,Social Interactions,High,Resolved,2024-10-23,2024-11-13,Pc,South America,Build Mode,Network,M6,Medium,21.0
7575,Expansion Pack,High,Investigating,2025-01-30,,Xbox,South America,Audio,Gameplay,M4,Medium,
7576,Aspirations,Critical,Resolved,2025-01-20,2025-02-18,Playstation,Africa,Expansion Pack,UI,M3,Medium,29.0
7577,Occults,Critical,Resolved,2025-01-07,2025-02-01,Pc,Africa,Build Mode,Mods & Custom Content,M2,Medium,25.0
7578,Aspirations,High,Resolved,2024-10-03,2024-10-30,Mac,South America,Expansion Pack,Graphics,M1,Medium,27.0
7579,Create-a-Sim,Critical,In Progress,2025-02-01,,Mac,South America,LiveOps,UI,M4,High,
7580,Pets,Low,Won't Fix,2024-08-10,2024-08-22,Pc,Asia,Audio,Mods & Custom Content,M2,Low,12.0
7581,World Map,Critical,In Progress,2024-06-25,,Playstation,Asia,Graphics,Mods & Custom Content,M5,High,
7582,Build Mode,Medium,Resolved,2025-01-24,2025-02-04,Xbox,Africa,Build Mode,Network,M5,High,11.0
7583,Audio,Medium,Resolved,2024-12-29,2025-01-14,Pc,Oceania,Platform,Expansion Pack,M3,Medium,16.0
7584,Build Mode,High,Resolved,2024-07-03,2024-07-13,Mac,Europe,Build Mode,Gameplay,M2,Low,10.0
7585,Bug Fixes,Critical,Resolved,2024-09-29,2024-10-20,Playstation,Europe,Graphics,Audio,M2,High,21.0
7586,Tutorial,Low,Resolved,2024-11-08,2024-11-27,Playstation,Asia,Audio,Mods & Custom Content,M2,Medium,19.0
7587,Seasons,High,Resolved,2024-09-02,2024-09-11,Mac,Africa,CAS,Performance,M3,Low,9.0
7588,World Map,Medium,In Progress,2024-11-15,,Pc,North America,Platform,Graphics,M4,Medium,
7589,Aspirations,Critical,In Progress,2024-06-03,,Playstation,North America,Audio,UI,M7,Low,
7590,Bug Fixes,Low,New,2025-03-29,,Mac,Europe,Expansion Pack,Performance,M5,High,
7591,Pets,Low,In Progress,2024-04-21,,Mac,Oceania,Platform,Mods & Custom Content,M2,Low,
7592,Live Mode,High,Won't Fix,2025-02-08,2025-02-24,Xbox,South America,Build Mode,Gameplay,M4,Medium,16.0
7593,Occults,High,Resolved,2025-02-17,2025-02-25,Pc,Europe,Platform,Gameplay,M7,High,8.0
7594,Social Interactions,Medium,New,2024-08-20,,Mac,Africa,Build Mode,UI,M4,Medium,
7595,Occults,Critical,Resolved,2024-09-18,2024-10-03,Mac,North America,LiveOps,UI,M1,Medium,15.0
7596,Occults,Medium,Resolved,2024-12-24,2025-01-02,Xbox,Asia,Audio,Mods & Custom Content,M3,High,9.0
7597,Graphics,Critical,Won't Fix,2024-09-12,2024-09-19,Pc,Africa,Build Mode,Graphics,M6,Medium,7.0
7598,Pets,Low,New,2025-01-27,,Mac,North America,Build Mode,Expansion Pack,M1,High,
7599,Pets,Medium,Resolved,2024-10-31,2024-11-06,Xbox,Europe,UI/UX,Gameplay,M7,Low,6.0
7600,World Map,Medium,Resolved,2024-08-15,2024-08-20,Pc,South America,UI/UX,Gameplay,M2,Low,5.0
7601,Skills,Medium,Investigating,2024-04-26,,Pc,North America,Expansion Pack,Expansion Pack,M4,Low,
7602,UI,High,Resolved,2025-01-30,2025-02-05,Pc,Europe,Platform,Expansion Pack,M5,Medium,6.0
7603,Aging System,High,Resolved,2025-03-21,2025-03-26,Mac,Africa,Platform,Expansion Pack,M4,Low,5.0
7604,World Map,Low,Resolved,2024-06-13,2024-06-16,Mac,Africa,Build Mode,Gameplay,M6,Medium,3.0
7605,Careers,Low,Resolved,2025-04-01,2025-04-14,Mac,Europe,LiveOps,Audio,M4,Medium,13.0
7606,Bug Fixes,Low,Resolved,2024-08-16,2024-08-24,Pc,South America,CAS,Performance,M3,Low,8.0
7607,Graphics,Low,Resolved,2024-12-04,2024-12-11,Xbox,Europe,LiveOps,Mods & Custom Content,M6,High,7.0
7608,Expansion Pack,Low,Resolved,2024-11-24,2024-12-15,Xbox,Europe,CAS,Performance,M4,Low,21.0
7609,Bug Fixes,High,New,2024-11-26,,Pc,Africa,LiveOps,Gameplay,M3,Medium,
7610,Occults,Critical,Resolved,2025-03-01,2025-03-28,Xbox,Europe,Audio,Graphics,M4,Medium,27.0
7611,Audio,Low,Resolved,2025-04-11,2025-04-19,Playstation,North America,Expansion Pack,Performance,M2,Medium,8.0
7612,Create-a-Sim,High,Won't Fix,2024-07-01,2024-07-07,Pc,North America,Platform,Expansion Pack,M3,High,6.0
7613,Aging System,Critical,Resolved,2024-09-07,2024-09-22,Mac,Europe,CAS,UI,M6,Medium,15.0
7614,Seasons,Medium,Resolved,2024-10-30,2024-11-09,Playstation,Oceania,Platform,Network,M7,Medium,10.0
7615,Aspirations,Medium,Resolved,2024-06-25,2024-07-07,Pc,Oceania,UI/UX,Network,M6,Low,12.0
7616,Tutorial,High,Resolved,2024-05-27,2024-06-09,Pc,Europe,LiveOps,Mods & Custom Content,M7,High,13.0
7617,Social Interactions,Medium,Investigating,2024-11-12,,Mac,Oceania,Platform,UI,M2,High,
7618,Tutorial,Low,Won't Fix,2024-09-30,2024-10-20,Playstation,Oceania,Graphics,Expansion Pack,M2,Medium,20.0
7619,Bug Fixes,High,Resolved,2025-03-11,2025-04-08,Pc,Europe,Build Mode,Expansion Pack,M2,High,28.0
7620,Aging System,High,Resolved,2024-05-22,2024-06-11,Xbox,Oceania,LiveOps,Expansion Pack,M1,Medium,20.0
7621,Create-a-Sim,Critical,In Progress,2024-05-26,,Pc,Africa,Graphics,Gameplay,M4,High,
7622,Audio,Medium,Won't Fix,2024-11-06,2024-11-25,Pc,Asia,Expansion Pack,Expansion Pack,M4,Medium,19.0
7623,Audio,Low,Won't Fix,2024-04-29,2024-05-04,Xbox,Africa,CAS,Performance,M6,Medium,5.0
7624,Graphics,Medium,Resolved,2024-12-26,2025-01-25,Playstation,South America,CAS,Expansion Pack,M7,Medium,30.0
7625,Social Interactions,Low,Resolved,2024-10-13,2024-10-22,Mac,South America,UI/UX,Mods & Custom Content,M3,High,9.0
7626,Seasons,Medium,Resolved,2024-06-25,2024-06-26,Xbox,Oceania,LiveOps,Graphics,M7,Low,1.0
7627,Multiplayer,Medium,Resolved,2024-05-13,2024-05-30,Xbox,North America,Audio,Network,M2,Low,17.0
7628,Expansion Pack,Critical,Resolved,2025-04-05,2025-05-03,Mac,Europe,LiveOps,Gameplay,M2,Medium,28.0
7629,Bug Fixes,Critical,Resolved,2024-07-30,2024-07-31,Mac,Africa,Build Mode,Mods & Custom Content,M1,Medium,1.0
7630,Multiplayer,Critical,Resolved,2024-07-12,2024-08-01,Mac,Europe,Audio,UI,M2,Medium,20.0
7631,Graphics,Low,Resolved,2024-12-15,2025-01-11,Playstation,Europe,UI/UX,Performance,M3,Low,27.0
7632,Expansion Pack,Medium,Resolved,2024-05-13,2024-05-18,Playstation,Oceania,Platform,Graphics,M1,Medium,5.0
7633,Seasons,Medium,Investigating,2024-05-09,,Mac,Asia,Graphics,Expansion Pack,M5,Low,
7634,Build Mode,High,New,2024-10-24,,Mac,South America,Platform,Graphics,M7,Medium,
7635,Occults,Low,Resolved,2024-06-19,2024-06-30,Mac,South America,Audio,Mods & Custom Content,M5,Low,11.0
7636,Careers,Low,Resolved,2025-02-26,2025-03-14,Mac,Oceania,Graphics,Audio,M3,Low,16.0
7637,Aspirations,Medium,Resolved,2024-09-15,2024-09-18,Pc,Africa,Expansion Pack,Expansion Pack,M3,Low,3.0
7638,Careers,Critical,Resolved,2024-06-14,2024-06-28,Mac,North America,Audio,Audio,M5,Low,14.0
7639,Aging System,Medium,Won't Fix,2024-05-28,2024-06-26,Xbox,Oceania,Expansion Pack,Audio,M3,Medium,29.0
7640,Audio,Low,Resolved,2024-10-31,2024-11-18,Mac,Europe,Platform,Expansion Pack,M1,Medium,18.0
7641,Create-a-Sim,Critical,New,2024-10-10,,Pc,Africa,Graphics,UI,M6,Medium,
7642,Tutorial,Low,Investigating,2024-05-13,,Mac,North America,CAS,Network,M7,Low,
7643,Social Interactions,Medium,Resolved,2025-04-02,2025-04-04,Mac,Africa,LiveOps,Mods & Custom Content,M7,Medium,2.0
7644,Occults,High,Resolved,2025-02-28,2025-03-04,Xbox,Europe,Expansion Pack,Audio,M6,Low,4.0
7645,Mods & Custom Content,Low,In Progress,2024-06-04,,Mac,Oceania,Platform,Mods & Custom Content,M5,High,
7646,Multiplayer,Medium,Resolved,2024-07-02,2024-07-21,Pc,Asia,Graphics,Graphics,M6,Low,19.0
7647,UI,Medium,Resolved,2024-09-23,2024-09-24,Mac,North America,LiveOps,Graphics,M6,Low,1.0
7648,Create-a-Sim,Medium,Resolved,2025-01-02,2025-01-29,Pc,Africa,Audio,Performance,M1,Medium,27.0
7649,Occults,High,New,2024-10-08,,Xbox,Africa,UI/UX,Network,M1,High,
7650,Multiplayer,Medium,Resolved,2024-11-24,2024-12-11,Playstation,North America,UI/UX,Expansion Pack,M2,Medium,17.0
7651,Skills,Low,Investigating,2025-03-27,,Mac,Africa,Graphics,Graphics,M5,Medium,
7652,Multiplayer,Critical,Resolved,2024-11-19,2024-11-30,Mac,Oceania,LiveOps,Network,M5,Medium,11.0
7653,UI,Medium,In Progress,2024-10-18,,Playstation,Africa,Graphics,Network,M3,Low,
7654,Mods & Custom Content,Critical,Resolved,2024-12-24,2024-12-31,Xbox,South America,LiveOps,Audio,M4,Low,7.0
7655,Build Mode,High,Resolved,2024-07-27,2024-08-05,Pc,North America,UI/UX,Audio,M2,Medium,9.0
7656,Social Interactions,Medium,Won't Fix,2024-04-20,2024-04-22,Xbox,Oceania,LiveOps,Expansion Pack,M4,Medium,2.0
7657,Audio,Low,Resolved,2024-06-09,2024-06-17,Mac,Asia,LiveOps,Graphics,M3,Low,8.0
7658,Pets,Low,Resolved,2024-05-11,2024-05-19,Playstation,North America,UI/UX,UI,M7,Low,8.0
7659,Expansion Pack,Low,Resolved,2024-09-11,2024-09-29,Playstation,South America,Build Mode,Graphics,M3,Low,18.0
7660,Bug Fixes,Medium,Resolved,2025-02-07,2025-02-28,Playstation,Oceania,Expansion Pack,Mods & Custom Content,M2,Medium,21.0
7661,Expansion Pack,Medium,Resolved,2024-10-27,2024-11-14,Pc,South America,Audio,Performance,M4,Low,18.0
7662,Audio,Low,Resolved,2025-03-17,2025-04-14,Playstation,Oceania,UI/UX,Gameplay,M4,High,28.0
7663,Bug Fixes,Low,Resolved,2025-03-05,2025-03-12,Mac,Europe,Expansion Pack,Audio,M3,Medium,7.0
7664,Audio,High,Resolved,2024-10-03,2024-10-14,Xbox,Europe,Audio,Gameplay,M5,Low,11.0
7665,Aspirations,High,Resolved,2024-11-14,2024-12-12,Mac,South America,Platform,Gameplay,M7,Low,28.0
7666,World Map,High,In Progress,2025-01-12,,Xbox,North America,Graphics,Mods & Custom Content,M5,Medium,
7667,Multiplayer,Medium,Resolved,2024-08-01,2024-08-18,Xbox,Asia,Build Mode,UI,M2,High,17.0
7668,Tutorial,High,Resolved,2025-03-06,2025-04-05,Playstation,Europe,Expansion Pack,Graphics,M3,Medium,30.0
7669,Skills,Critical,Resolved,2024-10-02,2024-10-08,Playstation,Africa,LiveOps,UI,M6,Low,6.0
7670,Graphics,Low,Resolved,2024-12-30,2025-01-19,Mac,North America,Build Mode,Network,M7,Low,20.0
7671,Pets,Critical,Resolved,2025-01-03,2025-01-20,Pc,South America,CAS,UI,M7,High,17.0
7672,Social Interactions,Low,Resolved,2024-08-04,2024-08-31,Xbox,Oceania,Build Mode,Gameplay,M3,Medium,27.0
7673,Multiplayer,Low,Resolved,2024-11-28,2024-12-19,Xbox,Oceania,Platform,Graphics,M7,Low,21.0
7674,Aspirations,High,Resolved,2025-02-08,2025-03-10,Pc,North America,Platform,Graphics,M5,Low,30.0
7675,Multiplayer,Low,Resolved,2024-06-21,2024-07-01,Xbox,North America,Expansion Pack,Graphics,M5,Medium,10.0
7676,Occults,Critical,Resolved,2024-07-18,2024-07-20,Mac,North America,Platform,Gameplay,M3,Low,2.0
7677,Aging System,Critical,Resolved,2025-03-13,2025-03-24,Pc,Europe,Graphics,Gameplay,M2,Medium,11.0
7678,Mods & Custom Content,Critical,Resolved,2025-01-11,2025-02-05,Xbox,North America,LiveOps,Graphics,M2,Medium,25.0
7679,Build Mode,Medium,Won't Fix,2024-10-02,2024-10-16,Mac,Africa,Graphics,Gameplay,M7,Medium,14.0
7680,Social Interactions,Critical,Resolved,2025-03-17,2025-04-15,Pc,South America,Expansion Pack,Network,M6,High,29.0
7681,Multiplayer,High,Resolved,2024-06-24,2024-07-20,Playstation,Europe,Graphics,Network,M6,Low,26.0
7682,Expansion Pack,Low,Resolved,2024-11-12,2024-11-25,Xbox,Asia,CAS,UI,M7,Low,13.0
7683,UI,Low,Won't Fix,2024-09-09,2024-09-10,Playstation,Oceania,Expansion Pack,Performance,M7,High,1.0
7684,Build Mode,High,Resolved,2025-03-30,2025-04-05,Xbox,Africa,Build Mode,Gameplay,M1,Low,6.0
7685,Pets,Medium,Resolved,2024-07-14,2024-08-06,Playstation,Asia,CAS,Gameplay,M6,Medium,23.0
7686,Live Mode,Medium,Resolved,2025-03-02,2025-03-30,Pc,South America,Audio,Performance,M6,Low,28.0
7687,Social Interactions,High,Resolved,2024-07-27,2024-08-15,Mac,Europe,LiveOps,Graphics,M7,Medium,19.0
7688,Tutorial,High,Resolved,2024-12-03,2024-12-22,Playstation,Asia,Audio,Network,M5,Medium,19.0
7689,Occults,Low,Resolved,2024-08-02,2024-08-10,Mac,North America,LiveOps,Network,M5,Medium,8.0
7690,Audio,Medium,Resolved,2025-03-19,2025-03-22,Mac,Oceania,Build Mode,Expansion Pack,M1,Medium,3.0
7691,Multiplayer,Medium,Resolved,2024-12-29,2025-01-14,Pc,South America,UI/UX,Performance,M2,Medium,16.0
7692,Careers,High,Resolved,2025-01-07,2025-02-05,Playstation,North America,Build Mode,Audio,M2,High,29.0
7693,Social Interactions,Medium,Resolved,2024-07-06,2024-07-27,Playstation,Africa,LiveOps,UI,M1,Medium,21.0
7694,Bug Fixes,Low,Resolved,2024-10-15,2024-11-12,Pc,Oceania,LiveOps,UI,M5,Medium,28.0
7695,Aging System,Low,Resolved,2025-04-16,2025-04-27,Pc,Europe,CAS,Performance,M5,Low,11.0
7696,Audio,Low,Resolved,2024-11-06,2024-11-15,Pc,Oceania,CAS,Mods & Custom Content,M1,Medium,9.0
7697,Skills,Low,Resolved,2025-04-17,2025-05-11,Mac,Africa,Expansion Pack,Audio,M7,Low,24.0
7698,Expansion Pack,Medium,Resolved,2024-05-16,2024-05-20,Pc,North America,Audio,Audio,M2,Medium,4.0
7699,Live Mode,Critical,Investigating,2024-05-26,,Xbox,Europe,Build Mode,Performance,M6,Medium,
7700,Graphics,Medium,Resolved,2025-01-23,2025-01-28,Mac,South America,Platform,Graphics,M3,Medium,5.0
7701,Seasons,Low,Resolved,2024-08-15,2024-09-12,Pc,Europe,CAS,Audio,M4,Medium,28.0
7702,Tutorial,Critical,Resolved,2024-09-30,2024-10-30,Mac,North America,Graphics,Expansion Pack,M5,Low,30.0
7703,Tutorial,High,Resolved,2024-07-19,2024-08-05,Pc,North America,Audio,Performance,M4,High,17.0
7704,Tutorial,Low,Won't Fix,2024-10-20,2024-10-23,Xbox,Europe,CAS,Audio,M2,Low,3.0
7705,Create-a-Sim,Medium,Resolved,2024-10-04,2024-10-05,Playstation,South America,UI/UX,Performance,M5,Medium,1.0
7706,World Map,Medium,Won't Fix,2024-05-14,2024-05-21,Pc,North America,Build Mode,Expansion Pack,M7,Low,7.0
7707,World Map,Medium,In Progress,2024-12-28,,Mac,North America,CAS,Performance,M3,Low,
7708,Aging System,Low,Resolved,2025-01-17,2025-02-10,Pc,Asia,Expansion Pack,Mods & Custom Content,M7,Medium,24.0
7709,Skills,High,Resolved,2024-09-04,2024-09-23,Playstation,South America,LiveOps,Mods & Custom Content,M6,Low,19.0
7710,Bug Fixes,Medium,Resolved,2025-01-16,2025-01-30,Playstation,Africa,LiveOps,Network,M2,Low,14.0
7711,Live Mode,Medium,Resolved,2025-02-25,2025-03-05,Xbox,Asia,LiveOps,Expansion Pack,M2,High,8.0
7712,Tutorial,Critical,Resolved,2024-09-10,2024-10-07,Xbox,North America,LiveOps,Mods & Custom Content,M3,Low,27.0
7713,Pets,Low,New,2024-04-21,,Pc,North America,LiveOps,UI,M6,Low,
7714,UI,Medium,Resolved,2024-05-29,2024-06-12,Playstation,Africa,UI/UX,Audio,M6,Medium,14.0
7715,Aspirations,Low,Resolved,2025-03-19,2025-04-01,Pc,Oceania,LiveOps,Graphics,M5,Low,13.0
7716,Multiplayer,High,Resolved,2024-08-15,2024-09-13,Playstation,North America,CAS,Gameplay,M5,Medium,29.0
7717,Aspirations,Low,Resolved,2025-01-17,2025-02-15,Pc,South America,Graphics,Network,M3,Medium,29.0
7718,Skills,Critical,Resolved,2024-10-12,2024-10-28,Xbox,Africa,Platform,Graphics,M3,Medium,16.0
7719,Bug Fixes,Low,Won't Fix,2024-05-12,2024-06-04,Pc,North America,Build Mode,Network,M5,Medium,23.0
7720,Live Mode,Low,Resolved,2024-11-04,2024-12-04,Mac,North America,UI/UX,Mods & Custom Content,M1,Medium,30.0
7721,Bug Fixes,Low,Resolved,2024-07-15,2024-07-25,Playstation,Oceania,Graphics,Mods & Custom Content,M6,Medium,10.0
7722,Aspirations,Medium,Investigating,2025-03-31,,Pc,Europe,Build Mode,Network,M2,Medium,
7723,Create-a-Sim,Medium,Resolved,2024-06-08,2024-07-06,Pc,Asia,CAS,Network,M2,Low,28.0
7724,UI,High,Resolved,2025-02-12,2025-02-16,Xbox,Oceania,Platform,Network,M1,Medium,4.0
7725,Tutorial,Low,Resolved,2025-02-20,2025-03-11,Mac,South America,CAS,Graphics,M2,Medium,19.0
7726,Pets,Critical,Investigating,2024-06-19,,Mac,Europe,Audio,Expansion Pack,M2,Low,
7727,Careers,Medium,Resolved,2024-04-24,2024-05-16,Playstation,South America,Audio,Gameplay,M7,Medium,22.0
7728,Bug Fixes,Medium,Resolved,2024-05-24,2024-06-15,Mac,South America,Audio,UI,M6,Low,22.0
7729,Aspirations,Low,Resolved,2024-08-03,2024-08-24,Xbox,South America,UI/UX,Performance,M3,Low,21.0
7730,Aspirations,Medium,Resolved,2024-10-30,2024-11-08,Mac,Oceania,LiveOps,Mods & Custom Content,M2,Medium,9.0
7731,Bug Fixes,Low,Investigating,2024-09-08,,Playstation,Oceania,LiveOps,Gameplay,M6,Medium,
7732,Multiplayer,Low,Investigating,2024-05-16,,Mac,Africa,Build Mode,Expansion Pack,M4,Low,
7733,Create-a-Sim,Low,Resolved,2025-01-22,2025-02-05,Mac,Oceania,Audio,Network,M7,Medium,14.0
7734,World Map,Medium,New,2024-12-21,,Mac,Asia,Expansion Pack,UI,M3,Low,
7735,Seasons,Medium,Resolved,2024-06-13,2024-06-29,Xbox,Africa,Build Mode,Expansion Pack,M6,Medium,16.0
7736,Multiplayer,Low,Resolved,2024-08-27,2024-09-26,Playstation,South America,Build Mode,Audio,M4,Medium,30.0
7737,Social Interactions,High,Resolved,2024-07-06,2024-07-18,Mac,Asia,CAS,Gameplay,M5,Low,12.0
7738,Bug Fixes,Low,Won't Fix,2024-04-30,2024-05-01,Mac,Africa,CAS,Performance,M7,Low,1.0
7739,Careers,Low,Resolved,2024-12-21,2025-01-07,Xbox,Europe,LiveOps,Network,M4,Medium,17.0
7740,Mods & Custom Content,High,Resolved,2024-07-06,2024-08-04,Pc,South America,Expansion Pack,Graphics,M6,Low,29.0
7741,Seasons,Low,Investigating,2024-12-29,,Mac,Africa,LiveOps,Expansion Pack,M5,Medium,
7742,Graphics,Medium,In Progress,2025-02-18,,Xbox,Africa,UI/UX,Mods & Custom Content,M2,Low,
7743,Multiplayer,Medium,New,2025-02-09,,Pc,Asia,UI/UX,UI,M4,Medium,
7744,Build Mode,Low,Resolved,2024-12-08,2024-12-25,Mac,Africa,Graphics,Mods & Custom Content,M7,Low,17.0
7745,Skills,Low,Resolved,2025-01-05,2025-01-12,Mac,Africa,Build Mode,Performance,M5,Medium,7.0
7746,Expansion Pack,Low,Resolved,2025-03-12,2025-04-03,Xbox,Asia,CAS,Gameplay,M1,Low,22.0
7747,Social Interactions,Medium,Resolved,2024-09-07,2024-09-27,Pc,Oceania,UI/UX,Gameplay,M2,Medium,20.0
7748,UI,Medium,Resolved,2024-08-08,2024-08-24,Playstation,North America,UI/UX,Gameplay,M3,High,16.0
7749,Graphics,Low,Resolved,2024-05-07,2024-06-06,Playstation,Africa,Platform,Graphics,M1,High,30.0
7750,Build Mode,Medium,Resolved,2024-04-19,2024-04-30,Mac,Oceania,Graphics,Mods & Custom Content,M1,Medium,11.0
7751,Graphics,Low,Resolved,2025-01-25,2025-02-08,Xbox,South America,Platform,Performance,M4,Low,14.0
7752,Pets,Medium,Resolved,2025-01-23,2025-02-16,Playstation,Europe,Graphics,Network,M7,Medium,24.0
7753,Aspirations,High,Resolved,2025-03-23,2025-04-06,Pc,Oceania,Platform,Performance,M5,High,14.0
7754,Skills,Medium,Resolved,2024-09-02,2024-09-06,Mac,North America,Build Mode,UI,M3,Low,4.0
7755,Aspirations,Low,Investigating,2024-07-14,,Mac,Africa,Expansion Pack,Network,M1,Low,
7756,Aging System,High,New,2024-05-21,,Pc,North America,Platform,Mods & Custom Content,M2,Medium,
7757,Aging System,High,New,2024-09-19,,Mac,Europe,UI/UX,Graphics,M6,Low,
7758,Bug Fixes,Medium,Won't Fix,2025-04-15,2025-04-25,Pc,Europe,LiveOps,Gameplay,M2,Low,10.0
7759,Live Mode,Low,Resolved,2024-08-19,2024-08-20,Playstation,Africa,UI/UX,Gameplay,M1,Medium,1.0
7760,Multiplayer,Critical,Resolved,2024-06-27,2024-07-22,Playstation,Oceania,Graphics,Mods & Custom Content,M7,Low,25.0
7761,World Map,High,Resolved,2024-12-18,2025-01-07,Xbox,North America,Audio,Mods & Custom Content,M2,High,20.0
7762,Mods & Custom Content,Low,Resolved,2024-07-07,2024-08-02,Playstation,Africa,Audio,Performance,M5,High,26.0
7763,Aging System,Low,Resolved,2025-03-06,2025-04-01,Mac,Oceania,Build Mode,Expansion Pack,M2,Low,26.0
7764,UI,Critical,Resolved,2025-02-03,2025-02-26,Playstation,North America,Audio,Audio,M5,High,23.0
7765,Careers,High,Resolved,2025-02-15,2025-03-17,Mac,Asia,Platform,Mods & Custom Content,M6,Medium,30.0
7766,Graphics,Low,Resolved,2024-06-18,2024-07-06,Xbox,Europe,Audio,Graphics,M7,Medium,18.0
7767,Multiplayer,Critical,Won't Fix,2024-06-18,2024-07-03,Mac,Africa,UI/UX,Performance,M4,Low,15.0
7768,Aspirations,Medium,New,2024-09-17,,Pc,North America,Platform,Audio,M1,Medium,
7769,Multiplayer,Medium,Resolved,2024-05-27,2024-06-24,Pc,Europe,Audio,Gameplay,M7,Low,28.0
7770,Pets,High,Resolved,2024-08-15,2024-09-13,Mac,Africa,Graphics,Audio,M5,High,29.0
7771,UI,High,Won't Fix,2024-11-09,2024-11-28,Xbox,Africa,LiveOps,Performance,M2,Medium,19.0
7772,Aging System,High,Resolved,2024-06-26,2024-06-30,Pc,Europe,Graphics,Audio,M2,High,4.0
7773,Pets,Low,Resolved,2024-07-02,2024-07-28,Playstation,Europe,UI/UX,Graphics,M7,Low,26.0
7774,Bug Fixes,Medium,Resolved,2024-11-02,2024-11-13,Xbox,North America,UI/UX,Graphics,M6,Low,11.0
7775,Social Interactions,Medium,Resolved,2025-03-27,2025-04-26,Pc,Oceania,CAS,Audio,M2,Low,30.0
7776,Social Interactions,Critical,Resolved,2024-06-01,2024-06-04,Pc,Africa,CAS,Network,M4,High,3.0
7777,Skills,Low,In Progress,2024-07-05,,Playstation,Asia,Graphics,Performance,M5,High,
7778,Mods & Custom Content,Low,Resolved,2024-08-26,2024-09-07,Pc,North America,Graphics,Gameplay,M3,Medium,12.0
7779,Multiplayer,Medium,Resolved,2024-06-20,2024-07-10,Mac,Asia,Platform,Expansion Pack,M2,Medium,20.0
7780,Occults,Low,Won't Fix,2024-09-12,2024-10-06,Playstation,Asia,Expansion Pack,Mods & Custom Content,M2,Medium,24.0
7781,Careers,Medium,Resolved,2024-08-11,2024-09-04,Pc,Europe,Build Mode,Graphics,M5,Medium,24.0
7782,Aspirations,Medium,Resolved,2024-09-07,2024-09-13,Mac,Africa,Platform,Expansion Pack,M1,Medium,6.0
7783,Build Mode,Low,Resolved,2024-10-02,2024-10-19,Xbox,Europe,LiveOps,Audio,M7,Low,17.0
7784,UI,High,Won't Fix,2024-05-12,2024-05-13,Pc,North America,Build Mode,Graphics,M6,Low,1.0
7785,UI,Low,Resolved,2025-02-10,2025-02-15,Xbox,Africa,CAS,Expansion Pack,M4,Medium,5.0
7786,Audio,High,Won't Fix,2024-12-11,2024-12-18,Pc,Asia,Build Mode,Gameplay,M2,Low,7.0
7787,Audio,Low,Investigating,2024-08-31,,Xbox,North America,Expansion Pack,Expansion Pack,M5,Low,
7788,World Map,Medium,Resolved,2024-05-12,2024-05-26,Playstation,Asia,Platform,Audio,M3,Low,14.0
7789,Aging System,Low,Resolved,2024-07-06,2024-07-09,Pc,Asia,Build Mode,Graphics,M2,Low,3.0
7790,Careers,Low,Resolved,2024-08-06,2024-09-01,Xbox,North America,LiveOps,Audio,M1,Medium,26.0
7791,Aspirations,Low,Resolved,2024-11-23,2024-12-23,Mac,Europe,CAS,Graphics,M1,High,30.0
7792,Pets,Medium,Resolved,2025-04-12,2025-05-06,Playstation,Oceania,Graphics,UI,M3,Medium,24.0
7793,UI,Low,Resolved,2024-05-25,2024-06-03,Mac,South America,Expansion Pack,Graphics,M7,Low,9.0
7794,Multiplayer,Low,Resolved,2024-10-31,2024-11-19,Mac,Africa,LiveOps,Graphics,M3,High,19.0
7795,World Map,High,Resolved,2025-04-15,2025-05-08,Pc,South America,LiveOps,UI,M6,Medium,23.0
7796,Bug Fixes,Low,In Progress,2025-02-23,,Playstation,Oceania,UI/UX,UI,M6,Low,
7797,Build Mode,Medium,Resolved,2024-06-19,2024-06-24,Playstation,Asia,Expansion Pack,Mods & Custom Content,M1,Medium,5.0
7798,Tutorial,Low,Resolved,2025-04-04,2025-04-08,Pc,South America,UI/UX,Network,M2,Medium,4.0
7799,Aging System,Critical,Resolved,2024-11-23,2024-12-07,Xbox,South America,LiveOps,Performance,M3,Medium,14.0
7800,Expansion Pack,Medium,Resolved,2025-04-12,2025-05-10,Mac,Europe,Platform,Network,M6,High,28.0
7801,Live Mode,Low,Resolved,2024-12-28,2025-01-15,Playstation,Oceania,Audio,Audio,M1,Medium,18.0
7802,UI,Low,Resolved,2024-12-22,2025-01-09,Playstation,Asia,Audio,Network,M4,Medium,18.0
7803,Build Mode,Low,Resolved,2025-04-08,2025-04-26,Playstation,North America,UI/UX,Expansion Pack,M6,Medium,18.0
7804,Skills,Low,Resolved,2024-12-27,2025-01-25,Pc,Oceania,Expansion Pack,Performance,M7,Medium,29.0
7805,Tutorial,Medium,Won't Fix,2024-08-17,2024-09-13,Xbox,Africa,Graphics,Expansion Pack,M5,Medium,27.0
7806,Aging System,Medium,Resolved,2024-12-06,2025-01-02,Pc,South America,LiveOps,Audio,M1,Medium,27.0
7807,Social Interactions,Low,Resolved,2025-03-07,2025-04-04,Pc,Asia,Graphics,Graphics,M2,Medium,28.0
