bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level
6859,Pets,Low,Won't Fix,2024-07-24,2024-08-16,Mac,Europe,Graphics,UI,M4,High
6860,Social Interactions,Low,Resolved,2024-06-12,2024-07-06,Xbox,North America,Graphics,Gameplay,M4,Medium
6861,Careers,Medium,Resolved,2024-12-26,2025-01-13,Xbox,Africa,UI/UX,Graphics,M7,Medium
6862,Careers,Medium,Resolved,2024-10-23,2024-11-03,Mac,Asia,CAS,Performance,M1,Medium
6863,Careers,Medium,In Progress,2024-12-19,,Xbox,North America,CAS,Audio,M3,Low
6864,Tutorial,Medium,Resolved,2025-01-01,2025-01-20,Mac,North America,Expansion Pack,Performance,M2,Medium
6865,Build Mode,Medium,New,2025-03-23,,PlayStation,South America,Expansion Pack,Network,M1,Medium
6866,Build Mode,Low,Resolved,2024-09-25,2024-10-03,Xbox,Asia,Audio,UI,M2,Low
6867,Multiplayer,Low,Resolved,2024-10-02,2024-10-03,PlayStation,South America,LiveOps,Audio,M2,Medium
6868,Careers,Low,New,2025-02-20,,PC,Europe,Platform,Mods & Custom Content,M2,Low
6869,Create-a-Sim,High,Resolved,2024-05-28,2024-06-17,PlayStation,Oceania,Graphics,Network,M2,Low
6870,World Map,Low,Resolved,2024-05-26,2024-06-01,Xbox,Asia,Build Mode,Gameplay,M1,Low
6871,Build Mode,Medium,Won't Fix,2024-11-27,2024-12-26,Xbox,Oceania,Expansion Pack,UI,M6,Medium
6872,Pets,High,Won't Fix,2025-01-29,2025-02-21,Xbox,Europe,LiveOps,Performance,M4,Medium
6873,Graphics,Low,Resolved,2025-03-30,2025-04-06,PlayStation,Africa,LiveOps,Mods & Custom Content,M3,Low
6874,Skills,Low,Resolved,2025-02-13,2025-02-14,Xbox,South America,Expansion Pack,Audio,M4,High
6875,Social Interactions,High,Resolved,2024-05-03,2024-05-24,PC,Asia,Graphics,UI,M4,Medium
6876,Social Interactions,Medium,Won't Fix,2024-05-26,2024-06-17,PC,Europe,LiveOps,Graphics,M2,Medium
6877,Expansion Pack,High,Investigating,2024-12-04,,Xbox,Oceania,LiveOps,Audio,M4,Medium
6878,World Map,High,New,2025-03-02,,PlayStation,North America,Build Mode,Mods & Custom Content,M2,Low
6879,Live Mode,Medium,Resolved,2025-03-17,2025-03-24,PC,Africa,CAS,Performance,M5,Medium
6880,Multiplayer,Low,Resolved,2024-06-14,2024-07-07,Xbox,Europe,CAS,UI,M2,Low
6881,World Map,High,Resolved,2024-08-02,2024-08-15,Xbox,South America,Audio,Network,M2,High
6882,Pets,Low,Resolved,2024-09-26,2024-10-07,Mac,Oceania,Audio,Network,M3,High
6883,Seasons,Low,Resolved,2024-10-20,2024-10-28,PC,South America,Expansion Pack,Audio,M1,Low
6884,Pets,Medium,Won't Fix,2025-01-11,2025-01-12,PlayStation,Asia,Build Mode,Performance,M5,Medium
6885,Mods & Custom Content,Critical,Resolved,2024-05-24,2024-06-18,PC,Europe,Build Mode,Mods & Custom Content,M6,Low
6886,Mods & Custom Content,Medium,Resolved,2024-12-10,2024-12-31,Xbox,North America,Audio,Expansion Pack,M1,Low
6887,Expansion Pack,Low,Resolved,2024-08-18,2024-08-20,PlayStation,North America,LiveOps,Expansion Pack,M7,Medium
6888,Aging System,Low,Resolved,2024-06-07,2024-06-23,Mac,Europe,Platform,UI,M6,Medium
6889,World Map,Low,Resolved,2025-02-22,2025-03-24,Xbox,Africa,Expansion Pack,Mods & Custom Content,M2,High
6890,Audio,High,Won't Fix,2024-09-25,2024-10-17,Mac,South America,UI/UX,Mods & Custom Content,M6,Low
6891,Occults,Critical,In Progress,2024-09-17,,Xbox,Africa,UI/UX,Gameplay,M5,Low
6892,Pets,Low,New,2025-01-24,,PlayStation,Oceania,Audio,Mods & Custom Content,M7,Medium
6893,Build Mode,Low,Resolved,2024-07-16,2024-08-13,PC,North America,Audio,UI,M2,High
6894,Live Mode,Low,Resolved,2025-02-08,2025-02-26,Mac,South America,Graphics,Graphics,M2,High
6895,UI,Critical,Resolved,2024-08-20,2024-09-11,Xbox,Oceania,CAS,Graphics,M7,Low
6896,Seasons,Medium,Resolved,2024-10-19,2024-11-03,Xbox,Europe,Build Mode,Gameplay,M5,Low
6897,Skills,Low,Resolved,2024-05-19,2024-05-22,PlayStation,South America,CAS,Audio,M5,Medium
6898,Live Mode,Medium,Resolved,2024-09-01,2024-09-09,Xbox,North America,Graphics,Audio,M4,Low
6899,Pets,Medium,New,2025-01-19,,Mac,Europe,Expansion Pack,UI,M2,High
6900,Careers,High,Resolved,2024-08-27,2024-09-01,Xbox,Europe,LiveOps,Mods & Custom Content,M2,Medium
6901,Expansion Pack,High,Resolved,2024-12-17,2025-01-16,PlayStation,Africa,Expansion Pack,Performance,M6,Medium
6902,Skills,Low,Investigating,2024-06-12,,PlayStation,South America,Build Mode,Audio,M6,Medium
6903,World Map,Medium,Resolved,2025-01-18,2025-01-23,Mac,Asia,Audio,Expansion Pack,M7,Medium
6904,World Map,Low,Resolved,2024-09-19,2024-10-03,Mac,North America,CAS,Gameplay,M1,High
6905,Seasons,Medium,New,2024-07-10,,PC,North America,Build Mode,Mods & Custom Content,M4,Medium
6906,Careers,Medium,Won't Fix,2025-02-05,2025-02-18,Xbox,South America,LiveOps,Mods & Custom Content,M2,Medium
6907,Expansion Pack,Low,Won't Fix,2024-09-16,2024-10-10,PC,South America,LiveOps,Expansion Pack,M3,Medium
6908,Mods & Custom Content,Low,Resolved,2024-09-14,2024-09-28,PC,Asia,Platform,Audio,M7,Low
6909,Skills,Critical,Resolved,2024-10-02,2024-11-01,Xbox,South America,Graphics,Network,M5,Low
6910,Audio,Medium,Resolved,2025-02-23,2025-03-03,Xbox,Oceania,Platform,Performance,M2,Medium
6911,UI,Medium,Resolved,2025-02-02,2025-02-15,Xbox,North America,Audio,Graphics,M7,Low
6912,Social Interactions,Medium,Resolved,2024-08-28,2024-09-17,PlayStation,North America,CAS,Network,M7,Low
6913,Multiplayer,Low,Resolved,2024-04-28,2024-05-28,PC,Oceania,UI/UX,Gameplay,M3,Medium
6914,Multiplayer,Medium,Resolved,2024-06-10,2024-07-06,Mac,South America,UI/UX,UI,M4,Low
6915,Audio,Medium,Resolved,2024-04-21,2024-04-22,Xbox,Africa,Build Mode,UI,M5,Low
6916,Aging System,Medium,Resolved,2025-02-07,2025-03-03,Mac,Oceania,Platform,UI,M7,Medium
6917,Careers,High,Resolved,2025-03-29,2025-04-28,PC,Europe,Graphics,Network,M1,Low
6918,Live Mode,Low,Resolved,2024-05-19,2024-05-20,PC,South America,Graphics,Mods & Custom Content,M2,High
6919,Aging System,Critical,Resolved,2024-08-11,2024-08-17,PlayStation,South America,Platform,Gameplay,M1,Medium
6920,Pets,High,Resolved,2025-04-12,2025-04-22,PlayStation,North America,LiveOps,Gameplay,M1,High
6921,Audio,Low,Resolved,2024-06-17,2024-06-22,Xbox,South America,Platform,Mods & Custom Content,M5,Medium
6922,Aspirations,Low,Resolved,2024-05-10,2024-05-30,Mac,Europe,Build Mode,Mods & Custom Content,M2,Low
6923,World Map,Medium,Resolved,2025-01-20,2025-02-04,PC,Europe,UI/UX,Graphics,M4,Medium
6924,Bug Fixes,Medium,Resolved,2024-12-15,2024-12-27,PC,Asia,CAS,Gameplay,M2,Medium
6925,Bug Fixes,Medium,Resolved,2024-12-08,2024-12-24,PC,Europe,Graphics,Performance,M1,Medium
6926,Multiplayer,Critical,New,2025-03-14,,PC,Europe,LiveOps,Mods & Custom Content,M7,Medium
6927,Create-a-Sim,Low,Resolved,2024-05-09,2024-06-02,Xbox,Asia,Graphics,Graphics,M7,High
6928,Seasons,Low,In Progress,2024-12-05,,Xbox,North America,Build Mode,Audio,M1,High
6929,Occults,Medium,New,2025-01-04,,PC,North America,LiveOps,UI,M1,Low
6930,Mods & Custom Content,High,Won't Fix,2024-12-15,2025-01-09,Xbox,Africa,LiveOps,Graphics,M7,Medium
6931,Social Interactions,Low,Resolved,2024-10-25,2024-10-27,PlayStation,North America,Platform,Performance,M7,Medium
6932,Audio,Low,In Progress,2024-08-04,,PlayStation,South America,LiveOps,Network,M4,Medium
6933,Occults,Low,Resolved,2024-09-12,2024-10-04,PlayStation,South America,Platform,Network,M2,Medium
6934,Audio,Low,Resolved,2024-12-23,2025-01-03,PlayStation,North America,Graphics,Expansion Pack,M2,Low
6935,Seasons,Low,Resolved,2024-11-06,2024-12-06,PlayStation,South America,Graphics,Expansion Pack,M6,Medium
6936,Tutorial,Low,Resolved,2024-08-07,2024-08-30,PC,Oceania,Expansion Pack,Expansion Pack,M4,Medium
6937,Graphics,Critical,Resolved,2025-01-14,2025-01-27,PlayStation,Africa,Graphics,Expansion Pack,M6,Low
6938,Build Mode,Low,In Progress,2025-03-16,,PlayStation,North America,UI/UX,Audio,M7,High
6939,World Map,Low,Resolved,2024-04-20,2024-05-16,PC,Europe,Audio,Graphics,M3,Medium
6940,Pets,High,Won't Fix,2024-07-29,2024-08-25,PC,Oceania,Build Mode,Network,M2,Medium
6941,Occults,Low,Resolved,2024-10-28,2024-11-12,Xbox,North America,Platform,Mods & Custom Content,M1,Medium
6942,Live Mode,High,Won't Fix,2025-03-20,2025-03-21,Xbox,Oceania,Audio,Expansion Pack,M1,Low
6943,Create-a-Sim,Medium,Investigating,2024-12-30,,PlayStation,South America,LiveOps,Expansion Pack,M6,Medium
6944,Graphics,Medium,Resolved,2024-09-28,2024-10-04,Mac,South America,Expansion Pack,Audio,M6,High
6945,Pets,Low,Resolved,2024-07-02,2024-07-27,PC,North America,Audio,Graphics,M7,Medium
6946,Expansion Pack,Low,New,2024-11-03,,PC,South America,CAS,Gameplay,M5,Medium
6947,Aging System,Low,Resolved,2025-01-31,2025-02-18,PlayStation,North America,Expansion Pack,Expansion Pack,M2,Medium
6948,Mods & Custom Content,Low,Resolved,2024-12-12,2024-12-18,Xbox,Europe,CAS,Performance,M5,Medium
6949,Aspirations,High,In Progress,2024-12-29,,PC,South America,CAS,Performance,M6,Medium
6950,Tutorial,Low,Won't Fix,2025-03-08,2025-03-25,Mac,Africa,LiveOps,Graphics,M2,High
6951,Social Interactions,Low,Resolved,2025-01-29,2025-01-31,Mac,North America,CAS,Gameplay,M4,Medium
6952,Multiplayer,Low,Resolved,2024-09-13,2024-09-21,Mac,Europe,UI/UX,Audio,M3,High
6953,Aging System,Low,Resolved,2024-06-29,2024-07-20,PC,Oceania,Expansion Pack,Performance,M2,Medium
6954,Mods & Custom Content,Low,Resolved,2024-08-06,2024-08-24,Xbox,South America,UI/UX,UI,M2,Low
6955,Build Mode,Medium,Resolved,2024-05-01,2024-05-09,Mac,North America,Build Mode,Audio,M4,Medium
6956,Live Mode,Low,Investigating,2024-08-18,,Mac,Europe,Expansion Pack,UI,M7,High
6957,Social Interactions,Low,Resolved,2025-01-08,2025-01-13,PC,North America,Audio,Gameplay,M5,Medium
6958,Aspirations,Low,Resolved,2025-01-13,2025-02-02,PC,Europe,LiveOps,Graphics,M4,Medium
6959,Bug Fixes,Low,In Progress,2024-06-03,,Mac,Asia,Platform,Graphics,M4,Medium
6960,Mods & Custom Content,Low,Resolved,2025-04-16,2025-04-28,Xbox,Asia,Graphics,Performance,M4,Medium
6961,Social Interactions,Medium,Resolved,2024-07-30,2024-08-27,Xbox,South America,Audio,Mods & Custom Content,M7,High
6962,Occults,Medium,Investigating,2024-05-21,,Xbox,Oceania,LiveOps,Mods & Custom Content,M2,High
6963,Build Mode,High,Resolved,2024-11-05,2024-11-10,Mac,North America,Platform,Performance,M7,Medium
6964,Bug Fixes,High,Won't Fix,2024-10-25,2024-11-13,Mac,Oceania,CAS,Performance,M6,Medium
6965,Build Mode,Critical,Resolved,2025-01-20,2025-02-03,Mac,Asia,Audio,Expansion Pack,M4,Medium
6966,Occults,Critical,Resolved,2024-06-15,2024-07-14,PlayStation,Europe,LiveOps,UI,M4,Low
6967,Social Interactions,Critical,In Progress,2024-04-28,,PC,Oceania,Expansion Pack,Gameplay,M1,High
6968,Careers,Low,Resolved,2025-02-03,2025-02-22,Xbox,Europe,Platform,Audio,M7,Medium
6969,Skills,High,Won't Fix,2024-11-20,2024-12-04,PC,Asia,Build Mode,Network,M7,Low
6970,UI,Medium,Resolved,2024-07-15,2024-07-31,PlayStation,Europe,CAS,Mods & Custom Content,M3,Low
6971,Bug Fixes,High,Resolved,2025-01-26,2025-02-14,Xbox,Asia,Platform,Network,M1,Medium
6972,Aspirations,Low,Resolved,2025-01-08,2025-01-30,PC,South America,LiveOps,UI,M2,Medium
6973,Audio,Medium,Resolved,2025-04-14,2025-05-01,Xbox,Africa,CAS,Gameplay,M6,High
6974,Skills,Low,Resolved,2024-05-28,2024-06-11,Mac,Africa,LiveOps,Performance,M7,Low
6975,Create-a-Sim,Medium,Resolved,2024-05-09,2024-05-31,Mac,Asia,Audio,Graphics,M1,Medium
6976,Seasons,Medium,Resolved,2024-09-01,2024-09-20,PlayStation,Europe,Platform,Graphics,M5,Medium
6977,Aspirations,Medium,Resolved,2024-12-03,2024-12-14,PC,Africa,Graphics,Network,M6,Low
6978,Expansion Pack,Medium,Resolved,2024-08-25,2024-09-07,PC,South America,UI/UX,Expansion Pack,M6,Low
6979,Pets,Low,Resolved,2024-05-05,2024-05-18,Mac,Europe,Build Mode,UI,M5,High
6980,World Map,Low,New,2024-12-12,,PC,South America,Expansion Pack,Audio,M5,Medium
6981,Live Mode,Medium,Investigating,2024-06-02,,PC,South America,LiveOps,Audio,M5,High
6982,Live Mode,Low,Resolved,2024-08-05,2024-08-15,Mac,South America,UI/UX,Audio,M3,High
6983,Occults,High,Resolved,2025-01-12,2025-02-02,Mac,North America,Build Mode,Performance,M1,High
6984,Pets,High,Resolved,2024-09-30,2024-10-23,PlayStation,Africa,UI/UX,Network,M4,High
6985,Mods & Custom Content,Medium,Won't Fix,2025-04-12,2025-04-14,Xbox,South America,Expansion Pack,Gameplay,M4,High
6986,Create-a-Sim,Medium,Resolved,2025-02-06,2025-03-02,Xbox,Asia,LiveOps,Graphics,M3,Medium
6987,World Map,Critical,In Progress,2025-04-14,,PlayStation,North America,Audio,Performance,M4,Medium
6988,Occults,Medium,Resolved,2024-11-11,2024-11-20,PC,North America,Platform,Expansion Pack,M7,Medium
6989,Multiplayer,Medium,Investigating,2025-03-11,,Mac,Europe,Expansion Pack,Network,M4,Medium
6990,UI,Low,Resolved,2024-12-03,2024-12-23,Xbox,Asia,Build Mode,UI,M3,Medium
6991,Occults,Medium,Won't Fix,2024-10-30,2024-11-24,Xbox,North America,Platform,Audio,M4,Medium
6992,Tutorial,Medium,Resolved,2024-11-21,2024-12-05,Mac,Africa,Audio,Audio,M6,Medium
6993,Careers,Medium,Resolved,2024-08-24,2024-08-26,Xbox,Asia,UI/UX,UI,M1,Medium
6994,Social Interactions,Critical,Resolved,2024-07-31,2024-08-07,PC,Europe,Platform,Graphics,M4,Low
6995,Audio,Medium,Resolved,2025-01-30,2025-02-22,Mac,South America,Audio,Audio,M3,Medium
6996,Occults,High,Resolved,2025-01-04,2025-01-24,Xbox,Asia,UI/UX,Gameplay,M5,Low
6997,UI,Low,Resolved,2024-12-20,2024-12-28,Mac,Africa,Platform,Graphics,M1,Medium
6998,Bug Fixes,Medium,Resolved,2025-01-04,2025-01-08,Xbox,South America,UI/UX,Audio,M6,Low
6999,Live Mode,Low,Resolved,2024-10-25,2024-11-17,Xbox,South America,CAS,Gameplay,M5,Low
7000,Aspirations,Low,New,2024-07-17,,PC,Asia,Build Mode,Network,M2,High
7001,Aging System,Medium,Resolved,2024-08-15,2024-08-21,Xbox,Europe,LiveOps,Network,M7,Medium
7002,UI,Low,Resolved,2024-11-17,2024-12-01,Xbox,North America,Platform,Gameplay,M4,High
7003,Tutorial,Low,Resolved,2025-02-13,2025-03-04,Mac,Europe,Graphics,Gameplay,M5,High
7004,Pets,Low,Resolved,2024-08-28,2024-09-23,Xbox,Africa,Graphics,UI,M7,Medium
7005,Mods & Custom Content,Low,Resolved,2024-05-23,2024-06-18,PlayStation,Oceania,Platform,UI,M2,High
7006,Bug Fixes,Medium,New,2025-01-03,,Mac,Africa,Audio,Mods & Custom Content,M1,High
7007,Multiplayer,Critical,Resolved,2025-02-15,2025-03-13,Xbox,Europe,UI/UX,Graphics,M6,Medium
7008,Skills,Critical,Won't Fix,2024-05-17,2024-06-01,PlayStation,North America,Graphics,Mods & Custom Content,M7,Medium
7009,Live Mode,Critical,Won't Fix,2024-05-10,2024-06-07,Xbox,Africa,Audio,Graphics,M3,Low
7010,Aging System,Medium,New,2025-03-09,,PC,South America,Graphics,Audio,M6,High
7011,Pets,Medium,New,2024-10-09,,PlayStation,Europe,Graphics,Mods & Custom Content,M2,Low
7012,Audio,Low,Resolved,2024-09-28,2024-10-15,Xbox,Asia,LiveOps,Network,M5,Low
7013,Graphics,Low,Resolved,2024-08-31,2024-09-19,PlayStation,South America,LiveOps,Network,M5,High
7014,Aging System,Low,Resolved,2024-10-27,2024-11-22,PlayStation,North America,Graphics,UI,M2,Medium
7015,Seasons,Medium,Resolved,2024-11-19,2024-12-02,Mac,Europe,Audio,Gameplay,M6,High
7016,Mods & Custom Content,Critical,Resolved,2024-10-24,2024-10-26,PC,Africa,CAS,Graphics,M2,Low
7017,Tutorial,High,Resolved,2024-09-09,2024-09-25,Mac,Europe,Platform,Mods & Custom Content,M7,Medium
7018,Careers,Low,Resolved,2024-07-23,2024-08-10,PC,Oceania,Platform,Mods & Custom Content,M6,High
7019,Mods & Custom Content,High,Resolved,2024-10-17,2024-11-03,PC,Oceania,UI/UX,Expansion Pack,M7,Medium
7020,Aging System,Low,Resolved,2024-09-19,2024-10-02,Mac,Europe,Expansion Pack,Expansion Pack,M4,Low
7021,Multiplayer,Critical,Resolved,2024-09-26,2024-10-25,Mac,Europe,Graphics,Graphics,M4,High
7022,Pets,Medium,Investigating,2025-03-24,,Xbox,Europe,LiveOps,Audio,M2,Medium
7023,Aging System,Low,Resolved,2024-10-14,2024-11-13,Mac,Europe,Platform,Gameplay,M6,Low
7024,UI,Low,Resolved,2025-04-09,2025-05-07,Mac,Europe,LiveOps,Gameplay,M3,High
7025,Bug Fixes,High,Resolved,2025-02-13,2025-02-18,PC,Oceania,Audio,Performance,M5,High
7026,Expansion Pack,Medium,Resolved,2024-06-09,2024-07-01,PlayStation,Oceania,UI/UX,Audio,M7,Medium
7027,Careers,Medium,Won't Fix,2024-06-03,2024-06-17,PC,Africa,Expansion Pack,Graphics,M7,Low
7028,Multiplayer,Low,Resolved,2025-01-03,2025-01-10,PC,Africa,Platform,Gameplay,M2,Medium
7029,Occults,High,Won't Fix,2024-06-04,2024-06-06,PlayStation,Oceania,Build Mode,Network,M6,Medium
7030,Tutorial,Medium,Resolved,2024-12-31,2025-01-08,Xbox,Asia,Graphics,Performance,M4,High
7031,Careers,Medium,Resolved,2025-02-27,2025-03-03,PlayStation,South America,Build Mode,Performance,M6,Low
7032,Skills,Low,Resolved,2024-05-31,2024-06-24,PC,South America,Expansion Pack,Expansion Pack,M5,Low
7033,Tutorial,Medium,Resolved,2024-07-04,2024-07-25,PlayStation,Oceania,Audio,Gameplay,M4,Medium
7034,Mods & Custom Content,Critical,Resolved,2024-10-08,2024-11-05,Mac,Europe,CAS,Expansion Pack,M4,Low
7035,Aging System,Low,Resolved,2025-01-16,2025-01-30,Xbox,Asia,Build Mode,Graphics,M6,Medium
7036,Aspirations,Medium,Resolved,2025-03-29,2025-04-19,PlayStation,Oceania,LiveOps,Graphics,M1,Medium
7037,Social Interactions,Critical,Resolved,2024-08-31,2024-09-23,PlayStation,Europe,Expansion Pack,Expansion Pack,M1,Medium
7038,Create-a-Sim,Medium,Won't Fix,2025-04-01,2025-04-10,PlayStation,Oceania,Graphics,Expansion Pack,M3,Medium
7039,Skills,Low,In Progress,2024-11-24,,Mac,Oceania,CAS,Mods & Custom Content,M1,Medium
7040,Seasons,Medium,Won't Fix,2024-09-14,2024-10-05,PC,Oceania,CAS,UI,M4,Low
7041,Careers,Medium,In Progress,2024-06-01,,Mac,South America,LiveOps,Expansion Pack,M6,Low
7042,Careers,Low,In Progress,2024-11-13,,Xbox,Asia,Audio,Performance,M7,Low
7043,Aging System,High,Resolved,2024-05-02,2024-05-16,PC,Africa,Build Mode,Graphics,M6,Medium
7044,Social Interactions,Medium,Resolved,2024-06-13,2024-07-06,PlayStation,Europe,Platform,UI,M2,Medium
7045,UI,Low,Resolved,2024-08-31,2024-09-19,Xbox,Asia,Graphics,Performance,M4,Low
7046,Seasons,High,Resolved,2025-04-15,2025-05-03,PlayStation,Oceania,UI/UX,Audio,M7,Medium
7047,Seasons,Low,Resolved,2024-08-06,2024-09-01,Xbox,South America,LiveOps,Audio,M4,Low
7048,Social Interactions,High,Resolved,2024-10-12,2024-11-03,PlayStation,North America,UI/UX,Audio,M4,Low
7049,Bug Fixes,Low,Investigating,2025-02-01,,Mac,South America,Build Mode,Performance,M2,Medium
7050,Tutorial,Medium,Investigating,2024-06-09,,PC,North America,Build Mode,Audio,M4,Low
7051,Social Interactions,Medium,In Progress,2024-11-19,,Mac,Africa,Platform,Expansion Pack,M4,Medium
7052,Aspirations,Critical,Resolved,2024-05-05,2024-05-17,PC,Europe,Audio,Mods & Custom Content,M3,Medium
7053,Occults,Low,Resolved,2025-03-11,2025-03-21,Xbox,Oceania,Expansion Pack,Graphics,M3,High
7054,Graphics,High,Resolved,2025-03-09,2025-04-08,PC,North America,CAS,Expansion Pack,M7,High
7055,Live Mode,Critical,New,2024-07-05,,Mac,South America,LiveOps,UI,M2,Medium
7056,Live Mode,Low,Resolved,2025-02-11,2025-03-07,PC,Asia,Build Mode,Mods & Custom Content,M3,Medium
7057,UI,Medium,Resolved,2024-10-13,2024-10-26,PlayStation,North America,UI/UX,Performance,M4,Medium
7058,Seasons,Critical,Resolved,2024-06-01,2024-06-29,Xbox,South America,Expansion Pack,Audio,M7,Medium
7059,Create-a-Sim,Low,Resolved,2024-08-23,2024-08-29,Mac,Asia,Platform,Mods & Custom Content,M3,Medium
7060,Graphics,Low,Resolved,2025-03-02,2025-03-22,PC,Oceania,UI/UX,UI,M3,Low
7061,Expansion Pack,Medium,Resolved,2024-09-17,2024-10-05,PC,Africa,UI/UX,Mods & Custom Content,M1,Low
7062,Graphics,Low,Resolved,2024-11-13,2024-11-28,PlayStation,Europe,UI/UX,Expansion Pack,M5,High
7063,Occults,Low,Resolved,2024-11-11,2024-12-07,PlayStation,Asia,Audio,Mods & Custom Content,M2,Low
7064,Graphics,High,Resolved,2025-03-13,2025-03-28,Xbox,Oceania,Audio,Graphics,M1,Low
7065,Tutorial,Low,New,2025-01-28,,Xbox,Africa,Audio,Network,M6,Medium
7066,Occults,Medium,Investigating,2024-10-08,,PlayStation,North America,Platform,Expansion Pack,M1,Low
7067,Careers,Medium,Investigating,2025-01-06,,Xbox,Asia,UI/UX,Gameplay,M3,High
7068,Occults,Low,Resolved,2024-11-25,2024-12-06,PC,Oceania,LiveOps,Expansion Pack,M4,Medium
7069,Pets,Medium,Resolved,2025-01-21,2025-02-18,Mac,Oceania,UI/UX,UI,M4,Low
7070,Graphics,Medium,Resolved,2024-10-19,2024-10-28,PC,Oceania,Platform,UI,M6,Medium
7071,Mods & Custom Content,High,Investigating,2024-10-03,,Mac,South America,UI/UX,Graphics,M5,Medium
7072,Aging System,Low,Resolved,2024-09-29,2024-10-15,PC,Africa,UI/UX,Expansion Pack,M2,Medium
7073,Expansion Pack,Medium,Resolved,2024-09-29,2024-10-24,PC,South America,LiveOps,Graphics,M3,High
7074,Pets,High,Resolved,2025-03-01,2025-03-12,PC,North America,Build Mode,Network,M5,Medium
7075,Multiplayer,Low,Resolved,2024-08-15,2024-09-13,PlayStation,Asia,Expansion Pack,Graphics,M6,High
7076,Bug Fixes,Low,Won't Fix,2025-02-04,2025-02-19,PC,Oceania,Expansion Pack,Performance,M5,Medium
7077,Skills,Medium,Resolved,2024-12-17,2024-12-25,Mac,Oceania,Build Mode,Audio,M5,Low
7078,Live Mode,Critical,Resolved,2024-09-14,2024-09-20,PlayStation,Europe,LiveOps,Performance,M3,Medium
7079,Build Mode,Low,Resolved,2024-07-12,2024-07-19,PC,Europe,Audio,Performance,M4,High
7080,Pets,Critical,Resolved,2024-09-09,2024-09-10,PlayStation,Asia,Graphics,UI,M1,Medium
7081,Build Mode,High,Resolved,2024-11-02,2024-11-06,Xbox,Oceania,LiveOps,Mods & Custom Content,M4,High
7082,Graphics,Low,Resolved,2025-04-03,2025-04-13,Mac,Oceania,Build Mode,Network,M6,Medium
7083,Live Mode,Medium,Resolved,2025-03-09,2025-03-17,PC,Europe,Build Mode,Expansion Pack,M7,Low
7084,Careers,Low,Resolved,2025-01-12,2025-01-28,PC,Asia,LiveOps,UI,M2,High
7085,Expansion Pack,Low,New,2024-12-10,,Xbox,Africa,CAS,Network,M6,High
7086,Multiplayer,Low,Resolved,2025-02-28,2025-03-08,Mac,North America,Build Mode,Audio,M6,Medium
7087,Build Mode,Low,In Progress,2025-01-01,,Mac,Europe,Audio,Expansion Pack,M5,Medium
7088,Seasons,Medium,Investigating,2024-11-13,,Mac,Europe,CAS,Graphics,M1,Medium
7089,Live Mode,Low,Resolved,2025-02-03,2025-02-06,Mac,Africa,Build Mode,Audio,M1,Medium
7090,Aging System,High,Resolved,2025-01-01,2025-01-15,PlayStation,Oceania,Platform,Audio,M6,Medium
7091,Live Mode,High,In Progress,2024-11-09,,Xbox,North America,Build Mode,Graphics,M2,Low
7092,World Map,Low,Resolved,2024-06-02,2024-06-28,Mac,North America,Build Mode,Audio,M6,Low
7093,UI,High,Resolved,2024-11-08,2024-12-03,PC,Oceania,LiveOps,Audio,M6,High
7094,Build Mode,High,Resolved,2024-06-27,2024-07-10,Mac,Oceania,LiveOps,Network,M7,Medium
7095,Aging System,Low,Resolved,2024-11-30,2024-12-01,PC,North America,Audio,Network,M3,Medium
7096,Build Mode,Medium,Won't Fix,2024-11-15,2024-12-02,Mac,Europe,UI/UX,Audio,M2,Medium
7097,UI,Low,Resolved,2024-05-07,2024-05-15,Mac,Asia,Platform,Performance,M4,Medium
7098,Pets,Low,Resolved,2024-11-12,2024-12-06,Mac,Oceania,Audio,Network,M2,Medium
7099,Pets,Critical,Won't Fix,2024-06-26,2024-07-11,PlayStation,Africa,UI/UX,UI,M5,Low
7100,Pets,Low,Resolved,2024-10-09,2024-10-10,Xbox,Africa,CAS,Gameplay,M7,Medium
7101,UI,Medium,Resolved,2025-03-12,2025-03-22,Xbox,Oceania,CAS,Performance,M5,Medium
7102,Aging System,Low,Resolved,2024-06-01,2024-06-08,PlayStation,Europe,CAS,Graphics,M7,Medium
7103,Seasons,Low,Resolved,2025-03-26,2025-04-20,Mac,Africa,LiveOps,Performance,M6,Medium
7104,Create-a-Sim,Low,Resolved,2024-06-22,2024-06-25,PlayStation,Oceania,UI/UX,Expansion Pack,M3,High
7105,Live Mode,High,Investigating,2024-04-24,,PlayStation,Asia,Platform,Audio,M5,High
7106,Mods & Custom Content,Critical,New,2025-01-30,,Xbox,North America,Build Mode,Network,M6,Low
7107,Occults,Medium,Resolved,2024-07-16,2024-08-11,Mac,Europe,Expansion Pack,Audio,M1,Low
7108,Occults,Medium,Investigating,2025-01-01,,Xbox,Africa,UI/UX,UI,M3,Medium
7109,Mods & Custom Content,Low,Won't Fix,2025-03-08,2025-03-31,PlayStation,South America,Audio,Expansion Pack,M3,Medium
7110,Aging System,Low,Resolved,2024-09-27,2024-10-19,Mac,Asia,Expansion Pack,Gameplay,M4,Low
7111,Aging System,Critical,Resolved,2025-02-07,2025-03-02,Mac,South America,LiveOps,Network,M5,Medium
